Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
22.456,24.81,419.0,794.4,0.004168925,0
22.39,24.7,419.0,790.6,0.004133586,0
22.4175,24.7225,419.0,789.75,0.004144348,0
22.39,24.7,419.0,782.2,0.004133586,0
22.39,24.7225,419.0,772.25,0.004137377,1
22.39,24.71708333,419.0,772.925,0.004136464,1
22.39,24.71166667,419.0,773.6,0.004135552,1
22.39,24.625,419.0,773.75,0.004120952,1
22.39,24.754,416.2,771.8,0.004142684,1
22.39,24.912,418.6,782.8,0.004169303,1
22.39,25.245,415.0,796.5,0.004225413,1
22.39,25.0925,310.25,809.0,0.004199716,1
22.39,25.0,0.0,805.5,0.00418413,0
22.35,24.978,0.0,791.4,0.004170196,0
22.32333333,25.0,0.0,779.3333333,0.004167082,0
22.365,24.9725,0.0,780.75,0.004173103,0
22.315,24.89,0.0,781.75,0.004146508,0
22.29,24.9175,0.0,781.0,0.004144767,0
22.29,24.912,0.0,778.4,0.004143846,0
22.26,24.85666667,0.0,769.3333333,0.004126988,0
22.254,24.85,0.0,766.5,0.004124357,0
22.23,24.79333333,0.0,763.25,0.004108841,0
22.26,24.82333333,0.0,762.3333333,0.004121417,0
22.2,24.79,0.0,761.5,0.004100737,0
22.2,24.79,0.0,761.0,0.004100737,0
22.2,24.736,0.0,757.0,0.004091746,0
22.2,24.79,0.0,752.3333333,0.004100737,0
22.13333333,24.7,0.0,748.6666667,0.004069084,0
22.1,24.7,0.0,746.25,0.004060772,0
22.15,24.7225,0.0,745.25,0.00407698,0
22.1,24.7,0.0,740.6666667,0.004060772,0
22.1,24.7,0.0,738.0,0.004060772,0
22.13333333,24.7,0.0,732.6666667,0.004069084,0
22.1,24.7,0.0,727.0,0.004060772,0
22.1,24.675,0.0,716.0,0.004056635,0
22.06666667,24.66666667,0.0,723.25,0.004046971,0
22.06666667,24.66666667,0.0,718.3333333,0.004046971,0
22.0,24.58,0.0,716.6,0.004016193,0
21.978,24.6,0.0,714.0,0.004014056,0
21.978,24.56,0.0,714.2,0.004007487,0
21.945,24.6,0.0,715.0,0.00400593,0
21.92666667,24.5,0.0,706.6666667,0.003985052,0
21.89,24.5,0.0,706.0,0.003976085,0
21.89,24.525,0.0,698.75,0.003980169,0
21.89,24.5,0.0,692.5,0.003976085,0
21.89,24.5,0.0,694.75,0.003976085,0
21.815,24.4175,0.0,697.25,0.003944389,0
21.82333333,24.46333333,0.0,692.0,0.003953865,0
21.79,24.39,0.0,691.0,0.003933868,0
21.79,24.39,0.0,689.75,0.003933868,0
21.79,24.39,0.0,689.0,0.003933868,0
21.7675,24.39,0.0,687.0,0.00392843,0
21.7675,24.365,0.0,679.75,0.003924377,0
21.754,24.35,0.0,668.4,0.003918692,0
21.7,24.29,0.0,665.6666667,0.003896013,0
21.7,24.29,0.0,664.75,0.003896013,0
21.7,24.29,0.0,668.0,0.003896013,0
21.7,24.29,0.0,661.25,0.003896013,0
21.64,24.236,0.0,658.2,0.003872972,0
21.6,24.2,0.0,656.0,0.003857673,0
21.6,24.2,0.0,654.8,0.003857673,0
21.6,24.2225,0.0,653.75,0.003861282,0
21.5,24.26,0.0,650.3333333,0.003843552,0
21.5,24.2,0.0,650.75,0.003833988,0
21.55,24.2,0.0,648.25,0.003845814,0
21.5,24.2,0.0,640.3333333,0.003833988,0
21.5,24.2,0.0,638.0,0.003833988,0
21.5,24.2,0.0,636.25,0.003833988,0
21.5,24.2,0.0,636.3333333,0.003833988,0
21.5,24.15,0.0,635.75,0.003826018,0
21.5,24.175,0.0,635.5,0.003830003,0
21.5,24.125,0.0,627.5,0.003822033,0
21.5,24.15,0.0,626.25,0.003826018,0
21.5,24.125,0.0,621.5,0.003822033,0
21.5,24.1,0.0,621.75,0.003818048,0
21.5,24.1,0.0,620.6666667,0.003818048,0
21.5,24.1,0.0,617.0,0.003818048,0
21.5,24.1,0.0,612.75,0.003818048,0
21.4725,24.075,0.0,614.5,0.003807606,0
21.39,24.0,0.0,617.3333333,0.003776419,0
21.42666667,23.92666667,0.0,614.25,0.00377333,0
21.39,23.9725,0.0,610.75,0.003772066,0
21.39,23.9175,0.0,603.0,0.003763359,0
21.39,23.945,0.0,603.5,0.003767713,0
21.365,23.89,0.0,602.0,0.003753216,0
21.32333333,24.0,0.0,605.6666667,0.003760925,0
21.34,23.9725,0.0,604.5,0.003760453,0
21.315,23.9725,0.0,599.0,0.003754659,0
21.35666667,24.0,0.0,600.0,0.003768665,0
21.39,23.9725,0.0,596.5,0.003772066,0
21.315,23.89,0.0,597.5,0.00374166,0
21.29,23.945,0.0,594.0,0.003744546,0
21.29,23.9725,0.0,590.5,0.003748872,0
21.29,23.89,0.0,586.6666667,0.003735893,0
21.29,23.92666667,0.0,588.0,0.003741662,0
21.29,23.89,0.0,585.5,0.003735893,0
21.29,23.89,0.0,584.5,0.003735893,0
21.254,23.85,0.0,587.2,0.003721325,0
21.23,23.82333333,0.0,585.0,0.003711637,0
21.218,23.81,0.0,579.4,0.0037068,0
21.2,23.79,0.0,579.3333333,0.003699555,0
21.2,23.79,0.0,581.6,0.003699555,0
21.2,23.79,0.0,581.6666667,0.003699555,0
21.2,23.79,0.0,577.5,0.003699555,0
21.2,23.79,0.0,577.3333333,0.003699555,0
21.2,23.7675,0.0,574.25,0.003696035,0
21.2,23.745,0.0,569.0,0.003692515,0
21.2,23.76,0.0,565.3333333,0.003694862,0
21.2,23.7,0.0,561.4,0.003685476,0
21.2,23.79,0.0,567.3333333,0.003699555,0
21.175,23.7,0.0,565.3333333,0.003679792,0
21.16666667,23.7,0.0,563.5,0.003677899,0
21.125,23.675,0.0,559.0,0.003664554,0
21.1,23.65,0.0,559.5,0.003655012,0
21.125,23.65,0.0,550.5,0.003660661,0
21.1,23.6,0.0,553.0,0.003647239,0
21.13333333,23.6,0.0,552.0,0.003654757,0
21.1,23.6,0.0,553.25,0.003647239,0
21.1,23.6,0.0,545.75,0.003647239,0
21.1,23.6,0.0,548.0,0.003647239,0
21.1,23.6,0.0,547.0,0.003647239,0
21.1,23.575,0.0,545.75,0.003643353,0
21.1,23.53333333,0.0,544.0,0.003636876,0
21.1,23.4725,0.0,545.5,0.00362742,0
21.1,23.4725,0.0,547.0,0.00362742,0
21.1,23.5,0.0,545.25,0.003631695,0
21.1,23.5,0.0,541.25,0.003631695,0
21.125,23.5,0.0,540.75,0.003637308,0
21.1,23.5,0.0,533.3333333,0.003631695,0
21.13333333,23.5,0.0,528.0,0.00363918,0
21.1,23.3925,0.0,537.75,0.003614985,0
21.1,23.4725,0.0,539.5,0.00362742,0
21.1,23.5,0.0,535.25,0.003631695,0
21.1,23.5,0.0,537.25,0.003631695,0
21.1,23.5,0.0,535.25,0.003631695,0
21.1,23.5,0.0,533.4,0.003631695,0
21.1,23.5,0.0,524.5,0.003631695,0
21.1,23.434,0.0,524.8,0.003621436,0
21.1,23.39,0.0,522.6666667,0.003614596,0
21.1,23.39,0.0,521.0,0.003614596,0
21.125,23.39,0.0,519.75,0.003620183,0
21.1,23.39,0.0,523.0,0.003614596,0
21.1,23.39,0.0,523.0,0.003614596,0
21.1,23.39,0.0,519.0,0.003614596,0
21.1,23.365,0.0,519.5,0.003610711,0
21.1,23.39,0.0,519.75,0.003614596,0
21.1,23.365,0.0,520.0,0.003610711,0
21.1,23.33,0.0,524.6,0.003605271,0
21.075,23.315,0.0,520.25,0.003597378,0
21.075,23.34,0.0,519.0,0.003601258,0
21.1,23.29,0.0,523.2,0.003599053,0
21.03333333,23.29,0.0,517.6666667,0.003584258,0
21.02,23.29,0.0,514.2,0.003581305,0
21.025,23.29,0.0,516.5,0.003582412,0
21.0,23.29,0.0,521.0,0.00357688,0
21.0,23.29,0.0,520.0,0.00357688,0
21.0,23.254,0.0,517.8,0.00357132,0
21.0,23.26,0.0,514.3333333,0.003572246,0
21.0,23.2675,0.0,516.75,0.003573405,0
21.0,23.29,0.0,520.75,0.00357688,0
21.0,23.29,0.0,519.3333333,0.00357688,0
21.0,23.29,0.0,519.0,0.00357688,0
21.0,23.29,0.0,509.75,0.00357688,0
21.0,23.29,0.0,508.5,0.00357688,0
20.9725,23.29,0.0,504.5,0.003570804,0
21.0,23.29,0.0,506.5,0.00357688,0
20.9725,23.29,0.0,509.0,0.003570804,0
20.96333333,23.29,0.0,507.25,0.00356878,0
21.0,23.29,0.0,509.3333333,0.00357688,0
20.89,23.2,0.0,509.6666667,0.003538822,0
20.89,23.245,0.0,508.25,0.003545725,0
20.89,23.2225,0.0,510.25,0.003542274,0
20.89,23.254,0.0,504.0,0.003547106,0
20.89,23.26,0.0,499.3333333,0.003548027,0
20.89,23.2225,0.0,495.0,0.003542274,0
20.89,23.2,0.0,496.25,0.003538822,0
20.89,23.2,0.0,494.75,0.003538822,0
20.89,23.2,0.0,492.5,0.003538822,0
20.89,23.2,0.0,494.25,0.003538822,0
20.89,23.2,0.0,492.3333333,0.003538822,0
20.89,23.125,0.0,493.75,0.003527317,0
20.89,23.125,0.0,484.75,0.003527317,0
20.89,23.1,0.0,489.25,0.003523482,0
20.89,23.1,0.0,494.5,0.003523482,0
20.89,23.1,0.0,495.6666667,0.003523482,0
20.89,23.1,0.0,501.5,0.003523482,0
20.89,23.1,0.0,499.6666667,0.003523482,0
20.89,23.1,0.0,492.5,0.003523482,0
20.89,23.1,0.0,494.25,0.003523482,0
20.89,23.1,0.0,494.0,0.003523482,0
20.9725,23.1,0.0,489.25,0.003541507,0
20.9175,23.1,0.0,490.0,0.003529482,0
20.89,23.1,0.0,495.5,0.003523482,0
20.89,23.05,0.0,498.0,0.003515813,0
20.89,23.05,0.0,495.0,0.003515813,0
20.912,23.0,0.0,490.2,0.003512921,0
20.92666667,23.0,0.0,492.3333333,0.003516109,0
20.89,23.0,0.0,491.6666667,0.003508143,0
20.89,22.956,0.0,488.0,0.003501394,0
20.934,22.934,0.0,488.0,0.003507553,0
20.89,23.0,0.0,485.0,0.003508143,0
20.89,23.0,0.0,490.0,0.003508143,0
20.9175,22.9725,0.0,489.5,0.003509891,0
20.89,22.945,0.0,485.25,0.003499707,0
20.89,22.89,0.0,485.6666667,0.003491271,0
20.9175,22.945,0.0,485.0,0.003505665,0
20.89,22.956,0.0,485.2,0.003501394,0
20.945,22.89,0.0,484.0,0.003503168,0
20.89,22.9175,0.0,483.0,0.003495489,0
20.89,22.89,0.0,481.0,0.003491271,0
20.89,22.89,0.0,476.5,0.003491271,0
20.89,22.89,0.0,475.0,0.003491271,0
20.89,22.89,0.0,476.0,0.003491271,0
20.89,22.89,0.0,478.5,0.003491271,0
20.89,22.89,0.0,481.0,0.003491271,0
20.89,22.89,0.0,483.0,0.003491271,0
20.85666667,22.85666667,0.0,480.25,0.003478976,0
20.89,22.89,0.0,480.25,0.003491271,0
20.89,22.865,0.0,470.75,0.003487436,0
20.89,22.89,0.0,474.75,0.003491271,0
20.89,22.865,0.0,482.25,0.003487436,0
20.89,22.89,0.0,480.3333333,0.003491271,0
20.89,22.89,0.0,480.0,0.003491271,0
20.89,22.84,0.0,481.5,0.003483602,0
20.89,22.84,0.0,483.5,0.003483602,0
20.89,22.79,0.0,475.6,0.003475933,0
20.89,22.76,0.0,475.3333333,0.003471332,0
20.89,22.815,0.0,477.6666667,0.003479768,0
20.89,22.79,0.0,475.75,0.003475933,0
20.89,22.79,0.0,479.1666667,0.003475933,0
20.865,22.7675,0.0,475.0,0.003467115,0
20.865,22.7675,0.0,474.0,0.003467115,0
20.89,22.79,0.0,477.3333333,0.003475933,0
20.89,22.79,0.0,473.0,0.003475933,0
20.89,22.7675,0.0,470.0,0.003472482,0
20.865,22.675,0.0,468.75,0.003452951,0
20.87,22.718,0.0,471.4,0.003460606,0
20.89,22.7,0.0,471.0,0.00346213,0
20.89,22.7,0.0,468.0,0.00346213,0
20.85,22.678,0.0,468.6,0.003450207,0
20.81,22.62,0.0,467.4,0.003432825,0
20.79,22.6,0.0,469.0,0.003425529,0
20.79,22.65,0.0,471.25,0.00343315,0
20.82333333,22.73,0.0,470.6666667,0.003452459,0
20.79,22.6,0.0,466.75,0.003425529,0
20.79,22.64,0.0,466.8,0.003431626,0
20.79,22.7,0.0,468.75,0.003440771,0
20.79,22.65,0.0,467.5,0.00343315,0
20.79,22.63333333,0.0,469.6666667,0.00343061,0
20.79,22.7,0.0,469.75,0.003440771,0
20.79,22.6,0.0,469.75,0.003425529,0
20.79,22.6,0.0,467.25,0.003425529,0
20.772,22.6,0.0,461.4,0.003421714,0
20.79,22.6,0.0,469.25,0.003425529,0
20.79,22.625,0.0,468.0,0.00342934,0
20.73,22.6,0.0,469.0,0.003412826,0
20.79,22.6,0.0,467.25,0.003425529,0
20.79,22.6,0.0,467.4,0.003425529,0
20.79,22.6,0.0,467.6666667,0.003425529,0
20.745,22.6,0.0,471.5,0.003415998,0
20.76,22.6,0.0,471.6666667,0.003419173,0
20.7225,22.6,0.0,464.75,0.003411242,0
20.7225,22.6,0.0,461.75,0.003411242,0
20.7225,22.6,0.0,458.5,0.003411242,0
20.745,22.55,0.0,459.5,0.003408399,0
20.7225,22.55,0.0,460.5,0.003403653,0
20.76,22.56666667,0.0,465.3333333,0.003414102,0
20.7225,22.5,0.0,465.0,0.003396065,0
20.7225,22.5,0.0,459.0,0.003396065,0
20.7675,22.5,0.0,463.0,0.003405542,0
20.745,22.5,0.0,460.75,0.003400801,0
20.7,22.5,0.0,461.5,0.003391335,0
20.7,22.5,0.0,466.0,0.003391335,0
20.7675,22.5,0.0,460.25,0.003405542,0
20.718,22.52,0.0,457.4,0.003398153,0
20.7,22.5,0.0,464.6,0.003391335,0
20.73,22.5,0.0,464.3333333,0.003397643,0
20.7,22.5,0.0,459.3333333,0.003391335,0
20.7,22.5,0.0,459.75,0.003391335,0
20.7225,22.5,0.0,459.25,0.003396065,0
20.7,22.5,0.0,463.0,0.003391335,0
20.7225,22.445,0.0,461.5,0.003387718,0
20.7,22.5,0.0,454.5,0.003391335,0
20.7,22.5,0.0,458.3333333,0.003391335,0
20.718,22.5,0.0,463.0,0.003395119,0
20.7,22.5,0.0,463.75,0.003391335,0
20.7,22.456,0.0,460.6,0.003384667,0
20.7,22.5,0.0,455.25,0.003391335,0
20.7,22.5,0.0,455.6666667,0.003391335,0
20.7,22.5,0.0,456.25,0.003391335,0
20.7,22.42666667,0.0,459.6666667,0.003380222,0
20.7,22.5,0.0,462.0,0.003391335,0
20.7225,22.4725,0.0,460.25,0.003391892,0
20.718,22.434,0.0,462.0,0.003385105,0
20.73,22.39,0.0,461.0,0.003380942,0
20.7,22.39,0.0,461.6666667,0.003374666,0
20.745,22.39,0.0,460.25,0.003384084,0
20.7225,22.365,0.0,456.25,0.003375578,0
20.745,22.39,0.0,457.5,0.003384084,0
20.772,22.37,0.0,455.8,0.003386702,0
20.76,22.39,0.0,455.0,0.003387229,0
20.7675,22.365,0.0,451.25,0.003384998,0
20.745,22.39,0.0,453.75,0.003384084,0
20.736,22.39,0.0,456.2,0.003382199,0
20.73,22.35666667,0.0,453.6666667,0.003375881,0
20.7,22.34,0.0,452.75,0.003367089,0
20.76,22.35666667,0.0,454.0,0.003382159,0
20.745,22.39,0.0,452.5,0.003384084,0
20.73,22.39,0.0,456.0,0.003380942,0
20.745,22.34,0.0,451.5,0.003376486,0
20.7,22.37,0.0,449.8,0.003371635,0
20.7,22.365,0.0,449.25,0.003370877,0
20.7,22.365,0.0,452.25,0.003370877,0
20.7225,22.34,0.0,451.25,0.003371784,0
20.7,22.34,0.0,453.0,0.003367089,0
20.7,22.39,0.0,453.25,0.003374666,0
20.7,22.315,0.0,456.6666667,0.0033633,0
20.7,22.29,0.0,455.75,0.003359512,0
20.7,22.365,0.0,458.0,0.003370877,0
20.7,22.34,0.0,458.75,0.003367089,0
20.7,22.29,0.0,455.5,0.003359512,0
20.7,22.29,0.0,455.0,0.003359512,0
20.7,22.29,0.0,453.3333333,0.003359512,0
20.7,22.33,0.0,454.6,0.003365573,0
20.7,22.29,0.0,457.5,0.003359512,0
20.7,22.29,0.0,449.6666667,0.003359512,0
20.7,22.29,0.0,452.0,0.003359512,0
20.7,22.29,0.0,453.5,0.003359512,0
20.7,22.29,0.0,452.0,0.003359512,0
20.7,22.29,0.0,450.6,0.003359512,0
20.7,22.29,0.0,450.6666667,0.003359512,0
20.7,22.29,0.0,451.0,0.003359512,0
20.7,22.29,0.0,454.5,0.003359512,0
20.7,22.29,0.0,457.25,0.003359512,0
20.7,22.315,0.0,456.0,0.0033633,0
20.675,22.29,0.0,456.5,0.003354313,0
20.675,22.29,0.0,453.5,0.003354313,0
20.7,22.29,0.0,454.25,0.003359512,0
20.675,22.22,0.0,454.0,0.003343722,0
20.675,22.2675,0.0,451.0,0.003350909,0
20.66666667,22.26,0.0,450.25,0.003348045,0
20.625,22.2225,0.0,449.75,0.003333756,0
20.675,22.2675,0.0,452.0,0.003350909,0
20.65,22.245,0.0,452.5,0.003342324,0
20.64,22.236,0.0,454.0,0.003338894,0
